week,name,grosses,potential_gross,grosses_percentage,average_ticket,top_ticket,seat_sold,total_seat,per,seat_percentage
2018-06-17,ONCE ON THIS ISLAND,"$617,297","$792,176",77.9%,$110.75,$250,5574,5568,8,100.1%
2018-06-17,SCHOOL OF ROCK,"$963,395","$1,443,688",66.7%,$93.48,$248,10306,12184,8,84.6%
2018-06-17,SPONGEBOB SQUAREPANTS,"$967,019","$1,408,776",68.6%,$82.10,$248,11779,12880,8,91.5%
2018-06-17,SPRINGSTEEN ON BROADWAY,"$1,930,270","$1,907,420",101.2%,$509.04,$850,3792,3792,4,100.0%
2018-06-17,SUMMER,"$1,012,957","$1,455,668",69.6%,$106.58,$197,9504,11760,8,80.8%
2018-06-17,THE BAND'S VISIT,"$1,069,845","$1,024,568",104.4%,$128.71,$297,8312,8312,8,100.0%
2018-06-17,THE BOOK OF MORMON,"$1,164,198","$1,190,502",97.8%,$134.54,$478,8653,8376,8,103.3%
2018-06-17,THE BOYS IN THE BAND,"$1,033,226","$957,024",108.0%,$162.79,$397,6347,6192,8,102.5%
2018-06-17,THE ICEMAN COMETH,"$861,971","$1,194,930",72.1%,$130.23,$397,6619,7378,7,89.7%
2018-06-17,THE LION KING,"$2,285,109","$2,124,285",107.6%,$168.42,$225,13568,13568,8,100.0%
2018-06-17,THE PHANTOM OF THE OPERA,"$1,142,764","$1,356,418",84.2%,$88.72,$213,12880,12840,8,100.3%
2018-06-17,THE PLAY THAT GOES WRONG,"$379,797","$677,688",56.0%,$67.08,$197,5662,6832,8,82.9%
2018-06-17,THREE TALL WOMEN,"$1,077,919","$932,456",115.6%,$171.15,$423,6298,6296,8,100.0%
2018-06-17,TRAVESTIES,"$526,489","$655,224",80.4%,$95.86,$250,5492,5816,8,94.4%
2018-06-17,WAITRESS,"$985,227","$1,019,480",96.6%,$118.99,$270,8280,8360,8,99.0%
2018-06-17,WICKED,"$1,945,441","$1,779,845",109.3%,$127.10,$240,15306,15408,8,99.3%
2018-06-10,A BRONX TALE THE MUSICAL,"$585,891","$921,066",63.6%,$88.17,$225,6645,8352,8,79.6%
2018-06-10,ALADDIN,"$1,462,545","$1,566,071",93.4%,$107.20,$216,13643,13816,8,98.7%
2018-06-10,ANASTASIA,"$877,138","$1,093,588",80.2%,$103.27,$273,8494,9144,8,92.9%
2018-06-10,ANGELS IN AMERICA,"$917,003","$1,362,036",67.3%,$103.89,$247,8827,9954,7,88.7%
2018-06-10,BEAUTIFUL,"$741,252","$1,106,908",67.0%,$107.83,$247,6874,8208,8,83.7%
2018-06-10,CAROUSEL,"$1,113,598","$1,622,728",68.6%,$115.59,$323,9634,11424,8,84.3%
2018-06-10,CHICAGO,"$677,948","$958,024",70.8%,$86.21,$187,7864,8640,8,91.0%
2018-06-10,COME FROM AWAY,"$1,190,799","$1,260,966",94.4%,$139.62,$347,8529,8368,8,101.9%
2018-06-10,DEAR EVAN HANSEN,"$1,711,773","$1,425,136",120.1%,$214.08,$448,7996,7872,8,101.6%
2018-06-10,ESCAPE TO MARGARITAVILLE,"$510,089","$1,752,864",29.1%,$78.77,$247,6476,13008,8,49.8%
2018-06-10,FROZEN,"$1,865,554","$1,871,412",99.7%,$139.64,$297,13360,13472,8,99.2%
2018-06-10,HAMILTON,"$2,847,041","$2,630,724",108.2%,$265.29,$849,10732,10568,8,101.6%
2018-06-10,"HARRY POTTER AND THE CURSED CHILD, PARTS ONE AND TWO","$2,101,260","$1,988,464",105.7%,$161.93,$297,12976,12976,8,100.0%
2018-06-10,"HELLO, DOLLY!","$956,749","$1,371,056",69.8%,$89.35,$297,10708,11568,8,92.6%
2018-06-10,KINKY BOOTS,"$661,200","$1,294,256",51.1%,$89.15,$249,7417,11392,8,65.1%
2018-06-10,MEAN GIRLS,"$1,544,890","$1,469,426",105.1%,$156.03,$400,9901,9800,8,101.0%
2018-06-10,MY FAIR LADY,"$1,230,317","$1,396,120",88.1%,$143.86,$323,8552,8552,8,100.0%
2018-06-10,ONCE ON THIS ISLAND,"$537,110","$792,176",67.8%,$98.23,$250,5468,5568,8,98.2%
2018-06-10,SAINT JOAN,"$264,283","$731,288",36.1%,$60.26,$199,4386,5176,8,84.7%
2018-06-10,SCHOOL OF ROCK,"$980,277","$1,443,688",67.9%,$90.46,$223,10837,12184,8,88.9%
2018-06-10,SPONGEBOB SQUAREPANTS,"$898,298","$1,408,776",63.8%,$75.09,$248,11963,12880,8,92.9%
2018-06-10,SPRINGSTEEN ON BROADWAY,"$2,402,103","$2,384,275",100.7%,$506.77,$850,4740,4740,5,100.0%
2018-06-10,SUMMER,"$1,097,434","$1,455,668",75.4%,$106.10,$197,10343,11760,8,88.0%
2018-06-10,THE BAND'S VISIT,"$950,643","$1,024,568",92.8%,$114.37,$247,8312,8312,8,100.0%
2018-06-10,THE BOOK OF MORMON,"$1,140,487","$1,190,502",95.8%,$131.64,$478,8664,8376,8,103.4%
2018-06-10,THE BOYS IN THE BAND,"$1,018,220","$957,024",106.4%,$160.35,$397,6350,6192,8,102.6%
2018-06-10,THE ICEMAN COMETH,"$894,274","$1,194,930",74.8%,$134.32,$397,6658,7378,7,90.2%
2018-06-10,THE LION KING,"$2,203,934","$2,096,651",105.1%,$162.40,$225,13571,13568,8,100.0%
2018-06-10,THE PHANTOM OF THE OPERA,"$1,141,362","$1,356,418",84.1%,$88.48,$213,12899,12840,8,100.5%
2018-06-10,THE PLAY THAT GOES WRONG,"$365,986","$677,688",54.0%,$70.53,$197,5189,6832,8,76.0%
2018-06-10,THREE TALL WOMEN,"$994,258","$932,456",106.6%,$157.92,$423,6296,6296,8,100.0%
2018-06-10,TRAVESTIES,"$457,007","$655,224",69.7%,$89.98,$250,5079,5816,8,87.3%
2018-06-10,WAITRESS,"$947,757","$1,019,480",93.0%,$117.38,$270,8074,8360,8,96.6%
2018-06-10,WICKED,"$1,923,023","$1,779,845",108.0%,$125.27,$240,15351,15408,8,99.6%
2018-06-03,A BRONX TALE THE MUSICAL,"$542,167","$921,066",58.9%,$83.27,$225,6511,8352,8,78.0%
2018-06-03,ALADDIN,"$1,420,717","$1,492,606",95.2%,$105.23,$200,13501,13816,8,97.7%
2018-06-03,ANASTASIA,"$789,630","$1,093,588",72.2%,$97.05,$273,8136,9144,8,89.0%
2018-06-03,ANGELS IN AMERICA,"$829,637","$1,362,036",60.9%,$98.57,$247,8417,9954,7,84.6%
2018-06-03,BEAUTIFUL,"$596,943","$1,106,908",53.9%,$101.35,$247,5890,8208,8,71.8%
2018-06-03,CAROUSEL,"$968,408","$1,622,728",59.7%,$107.60,$323,9000,11424,8,78.8%
2018-06-03,CHICAGO,"$651,540","$958,024",68.0%,$87.47,$203,7449,8640,8,86.2%
2018-06-03,COME FROM AWAY,"$1,133,157","$1,260,966",89.9%,$133.06,$347,8516,8368,8,101.8%
2018-06-03,DEAR EVAN HANSEN,"$1,670,971","$1,425,136",117.2%,$209.11,$448,7991,7872,8,101.5%
2018-06-03,ESCAPE TO MARGARITAVILLE,"$484,836","$1,752,864",27.7%,$78.31,$247,6191,13008,8,47.6%
2018-06-03,FROZEN,"$1,813,959","$1,871,571",96.9%,$136.29,$297,13310,13440,8,99.0%
2018-06-03,HAMILTON,"$3,123,872","$2,895,648",107.9%,$290.46,$849,10755,10568,8,101.8%
2018-06-03,"HARRY POTTER AND THE CURSED CHILD, PARTS ONE AND TWO","$2,035,104","$1,988,464",102.3%,$156.84,$297,12976,12976,8,100.0%
2018-06-03,"HELLO, DOLLY!","$844,173","$1,371,056",61.6%,$87.03,$297,9700,11568,8,83.9%
2018-06-03,KINKY BOOTS,"$649,057","$1,294,256",50.1%,$89.01,$249,7292,11392,8,64.0%
2018-06-03,MEAN GIRLS,"$1,537,690","$1,469,426",104.6%,$155.31,$400,9901,9800,8,101.0%
2018-06-03,MY FAIR LADY,"$1,202,754","$1,396,120",86.1%,$140.64,$323,8552,8552,8,100.0%
2018-06-03,ONCE ON THIS ISLAND,"$507,578","$792,176",64.1%,$100.39,$250,5056,5568,8,90.8%
2018-06-03,SAINT JOAN,"$214,730","$731,288",29.4%,$53.93,$199,3982,5176,8,76.9%
2018-06-03,SCHOOL OF ROCK,"$889,891","$1,443,688",61.6%,$89.98,$248,9890,12184,8,81.2%
2018-06-03,SPONGEBOB SQUAREPANTS,"$774,588","$1,408,776",55.0%,$69.63,$248,11124,12880,8,86.4%
2018-06-03,SPRINGSTEEN ON BROADWAY,"$1,929,448","$1,907,420",101.2%,$508.82,$850,3792,3792,4,100.0%
2018-06-03,SUMMER,"$1,008,392","$1,455,668",69.3%,$103.50,$197,9743,11760,8,82.8%
2018-06-03,THE BAND'S VISIT,"$862,762","$1,024,568",84.2%,$106.75,$247,8082,8312,8,97.2%
2018-06-03,THE BOOK OF MORMON,"$1,140,274","$1,190,502",95.8%,$132.36,$478,8615,8376,8,102.9%
2018-06-03,THE BOYS IN THE BAND,"$881,039","$957,024",92.1%,$142.17,$397,6197,6192,8,100.1%
2018-06-03,THE ICEMAN COMETH,"$872,250","$1,194,930",73.0%,$132.28,$397,6594,7378,7,89.4%
2018-06-03,THE LION KING,"$2,184,714","$2,090,026",104.5%,$161.36,$225,13539,13568,8,99.8%
2018-06-03,THE PHANTOM OF THE OPERA,"$1,115,092","$1,356,418",82.2%,$88.65,$213,12578,12840,8,98.0%
2018-06-03,THE PLAY THAT GOES WRONG,"$312,664","$677,688",46.1%,$66.19,$197,4724,6832,8,69.1%
2018-06-03,THREE TALL WOMEN,"$955,304","$932,456",102.5%,$151.68,$373,6298,6296,8,100.0%
2018-06-03,TRAVESTIES,"$410,725","$655,224",62.7%,$87.95,$250,4670,5816,8,80.3%
2018-06-03,WAITRESS,"$898,243","$1,019,480",88.1%,$114.38,$270,7853,8360,8,93.9%
2018-06-03,WICKED,"$1,854,648","$1,779,845",104.2%,$121.69,$240,15241,15408,8,98.9%
2018-05-27,A BRONX TALE THE MUSICAL,"$628,532","$932,228",67.4%,$89.47,$225,7025,8352,8,84.1%
2018-05-27,ALADDIN,"$1,487,128","$1,536,861",96.8%,$109.61,$216,13568,13816,8,98.2%
2018-05-27,ANASTASIA,"$829,378","$1,093,588",75.8%,$101.48,$273,8173,9144,8,89.4%
2018-05-27,ANGELS IN AMERICA,"$878,368","$1,362,036",64.5%,$98.60,$247,8908,9954,7,89.5%
2018-05-27,BEAUTIFUL,"$658,335","$1,106,908",59.5%,$100.76,$247,6534,8208,8,79.6%
2018-05-27,CAROUSEL,"$1,080,162","$1,626,658",66.4%,$110.67,$323,9760,11424,8,85.4%
2018-05-27,CHICAGO,"$750,233","$958,024",78.3%,$91.09,$203,8236,8640,8,95.3%
2018-05-27,CHILDREN OF A LESSER GOD,"$458,191","$993,576",46.1%,$65.10,$247,7038,8032,8,87.6%
2018-05-27,COME FROM AWAY,"$1,179,458","$1,260,966",93.5%,$138.40,$347,8522,8368,8,101.8%
2018-05-27,DEAR EVAN HANSEN,"$1,705,522","$1,425,136",119.7%,$213.40,$448,7992,7872,8,101.5%
2018-05-27,ESCAPE TO MARGARITAVILLE,"$578,330","$1,752,864",33.0%,$78.72,$247,7347,13008,8,56.5%
2018-05-27,FROZEN,"$1,810,851","$1,834,392",98.7%,$136.96,$297,13222,13440,8,98.4%
2018-05-27,HAMILTON,"$2,987,818","$2,738,924",109.1%,$278.35,$849,10734,10568,8,101.6%
2018-05-27,"HARRY POTTER AND THE CURSED CHILD, PARTS ONE AND TWO","$2,027,519","$1,988,464",102.0%,$156.25,$297,12976,12976,8,100.0%
2018-05-27,"HELLO, DOLLY!","$989,368","$1,371,056",72.2%,$95.16,$297,10397,11568,8,89.9%
2018-05-27,KINKY BOOTS,"$747,382","$1,294,256",57.7%,$90.91,$249,8221,11392,8,72.2%
2018-05-27,MEAN GIRLS,"$1,565,924","$1,469,426",106.6%,$158.17,$400,9900,9800,8,101.0%
2018-05-27,MY FAIR LADY,"$1,217,242","$1,396,120",87.2%,$142.33,$323,8552,8552,8,100.0%
2018-05-27,ONCE ON THIS ISLAND,"$551,703","$792,176",69.6%,$105.99,$250,5205,5568,8,93.5%
2018-05-27,SAINT JOAN,"$175,437","$639,877",27.4%,$42.06,$199,4171,5176,8,80.6%
2018-05-27,SCHOOL OF ROCK,"$902,629","$1,443,688",62.5%,$88.94,$248,10149,12184,8,83.3%
2018-05-27,SPONGEBOB SQUAREPANTS,"$869,671","$1,418,894",61.3%,$75.76,$248,11479,12880,8,89.1%
2018-05-27,SPRINGSTEEN ON BROADWAY,"$2,406,853","$2,384,275",100.9%,$508.96,$850,4729,4740,5,99.8%
2018-05-27,SUMMER,"$1,073,066","$1,455,668",73.7%,$106.44,$197,10081,11760,8,85.7%
2018-05-27,THE BAND'S VISIT,"$897,280","$1,024,568",87.6%,$109.67,$277,8182,8312,8,98.4%
2018-05-27,THE BOOK OF MORMON,"$1,203,073","$1,190,502",101.1%,$138.38,$478,8694,8376,8,103.8%
2018-05-27,THE BOYS IN THE BAND,"$1,002,550","$957,024",104.8%,$160.67,$348,6240,6192,8,100.8%
2018-05-27,THE ICEMAN COMETH,"$985,443","$1,194,930",82.5%,$137.44,$397,7170,7378,7,97.2%
2018-05-27,THE LION KING,"$2,200,343","$2,093,805",105.1%,$162.82,$225,13514,13568,8,99.6%
2018-05-27,THE PHANTOM OF THE OPERA,"$1,186,286","$1,356,418",87.5%,$93.04,$213,12750,12840,8,99.3%
2018-05-27,THE PLAY THAT GOES WRONG,"$340,105","$677,688",50.2%,$67.98,$197,5003,6832,8,73.2%
2018-05-27,THREE TALL WOMEN,"$940,363","$932,456",100.8%,$149.36,$373,6296,6296,8,100.0%
2018-05-27,TRAVESTIES,"$420,272","$655,224",64.1%,$87.90,$250,4781,5816,8,82.2%
2018-05-27,WAITRESS,"$891,114","$1,019,480",87.4%,$117.21,$270,7603,8360,8,90.9%
2018-05-27,WICKED,"$1,805,838","$1,779,845",101.5%,$119.06,$240,15168,15408,8,98.4%
2018-05-20,A BRONX TALE THE MUSICAL,"$618,139","$921,066",67.1%,$83.80,$225,7376,8352,8,88.3%
2018-05-20,ALADDIN,"$1,368,043","$1,447,725",94.5%,$100.03,$216,13676,13816,8,99.0%
2018-05-20,ANASTASIA,"$820,491","$1,093,588",75.0%,$99.27,$273,8265,9144,8,90.4%
2018-05-20,ANGELS IN AMERICA,"$924,352","$1,362,036",67.9%,$101.99,$247,9063,9954,7,91.0%
2018-05-20,BEAUTIFUL,"$779,160","$1,106,908",70.4%,$108.68,$247,7169,8208,8,87.3%
2018-05-20,CAROUSEL,"$1,179,807","$1,622,728",72.7%,$110.79,$323,10649,11424,8,93.2%
2018-05-20,CHICAGO,"$762,135","$958,024",79.6%,$89.23,$187,8541,8640,8,98.9%
2018-05-20,CHILDREN OF A LESSER GOD,"$411,261","$993,576",41.4%,$57.75,$247,7121,8032,8,88.7%
2018-05-20,COME FROM AWAY,"$1,208,987","$1,260,966",95.9%,$141.58,$347,8539,8368,8,102.0%
2018-05-20,DEAR EVAN HANSEN,"$1,716,700","$1,425,136",120.5%,$214.78,$448,7993,7872,8,101.5%
2018-05-20,ESCAPE TO MARGARITAVILLE,"$687,680","$1,752,864",39.2%,$92.78,$247,7412,13008,8,57.0%
2018-05-20,FROZEN,"$1,696,443","$1,810,433",93.7%,$127.98,$297,13256,13440,8,98.6%
2018-05-20,HAMILTON,"$3,120,832","$2,895,648",107.8%,$290.20,$849,10754,10568,8,101.8%
2018-05-20,"HARRY POTTER AND THE CURSED CHILD, PARTS ONE AND TWO","$1,993,068","$1,988,464",100.2%,$153.60,$297,12976,12976,8,100.0%
2018-05-20,"HELLO, DOLLY!","$1,037,453","$1,371,056",75.7%,$94.31,$297,11000,11568,8,95.1%
2018-05-20,KINKY BOOTS,"$762,831","$1,294,256",58.9%,$88.12,$249,8657,11392,8,76.0%
2018-05-20,MEAN GIRLS,"$1,489,149","$1,469,426",101.3%,$150.60,$378,9888,9800,8,100.9%
2018-05-20,MY FAIR LADY,"$1,013,394","$1,396,120",72.6%,$118.50,$323,8552,8552,8,100.0%
2018-05-20,ONCE ON THIS ISLAND,"$513,582","$792,176",64.8%,$91.34,$250,5623,5568,8,101.0%
2018-05-20,SAINT JOAN,"$227,974","$731,288",31.2%,$58.97,$199,3866,5176,8,74.7%
2018-05-20,SCHOOL OF ROCK,"$761,715","$1,443,688",52.8%,$82.61,$223,9221,12184,8,75.7%
2018-05-20,SPONGEBOB SQUAREPANTS,"$730,325","$1,408,776",51.8%,$65.96,$248,11072,12880,8,86.0%
2018-05-20,SPRINGSTEEN ON BROADWAY,"$1,931,445","$1,907,420",101.3%,$509.35,$850,3792,3792,4,100.0%
2018-05-20,SUMMER,"$1,160,299","$1,455,668",79.7%,$104.58,$197,11095,11760,8,94.3%
2018-05-20,THE BAND'S VISIT,"$867,629","$1,038,880",83.5%,$104.41,$247,8310,8312,8,100.0%
2018-05-20,THE BOOK OF MORMON,"$1,206,994","$1,190,502",101.4%,$139.33,$478,8663,8376,8,103.4%
2018-05-20,THE BOYS IN THE BAND,"$1,035,583","$957,024",108.2%,$166.09,$397,6235,6192,8,100.7%
2018-05-20,THE ICEMAN COMETH,"$1,093,913","$1,194,474",91.6%,$148.93,$397,7345,7378,7,99.6%
2018-05-20,THE LION KING,"$2,141,255","$2,002,222",106.9%,$157.98,$225,13554,13568,8,99.9%
2018-05-20,THE PHANTOM OF THE OPERA,"$1,187,606","$1,356,418",87.6%,$92.41,$213,12851,12840,8,100.1%
2018-05-20,THE PLAY THAT GOES WRONG,"$337,481","$677,688",49.8%,$65.30,$197,5168,6832,8,75.6%
2018-05-20,THREE TALL WOMEN,"$908,569","$932,456",97.4%,$144.31,$373,6296,6296,8,100.0%
2018-05-20,TRAVESTIES,"$418,868","$655,224",63.9%,$90.10,$250,4649,5816,8,79.9%
2018-05-20,WAITRESS,"$950,504","$1,019,480",93.2%,$118.93,$270,7992,8360,8,95.6%
2018-05-20,WICKED,"$1,749,587","$1,779,845",98.3%,$116.93,$240,14963,15408,8,97.1%
2018-05-13,A BRONX TALE THE MUSICAL,"$593,411","$921,066",64.4%,$88.90,$225,6675,8352,8,79.9%
2018-05-13,ALADDIN,"$1,341,077","$1,414,562",94.8%,$99.18,$216,13521,13816,8,97.9%
2018-05-13,ANASTASIA,"$806,434","$1,093,588",73.7%,$96.21,$273,8382,9144,8,91.7%
2018-05-13,ANGELS IN AMERICA,"$927,966","$1,362,036",68.1%,$102.15,$247,9084,9954,7,91.3%
2018-05-13,BEAUTIFUL,"$749,830","$1,106,908",67.7%,$111.90,$247,6701,8208,8,81.6%
2018-05-13,CAROUSEL,"$1,241,539","$1,622,728",76.5%,$121.95,$323,10181,11424,8,89.1%
2018-05-13,CHICAGO,"$729,491","$958,024",76.1%,$87.50,$187,8337,8640,8,96.5%
2018-05-13,CHILDREN OF A LESSER GOD,"$350,755","$993,576",35.3%,$53.85,$247,6514,8032,8,81.1%
2018-05-13,COME FROM AWAY,"$1,244,395","$1,260,966",98.7%,$146.06,$347,8520,8368,8,101.8%
2018-05-13,DEAR EVAN HANSEN,"$1,682,484","$1,425,136",118.1%,$210.71,$448,7985,7872,8,101.4%
2018-05-13,ESCAPE TO MARGARITAVILLE,"$623,747","$1,752,864",35.6%,$87.88,$247,7098,13008,8,54.6%
2018-05-13,FROZEN,"$1,721,926","$1,810,433",95.1%,$130.20,$297,13225,13440,8,98.4%
2018-05-13,HAMILTON,"$2,816,606","$2,630,724",107.1%,$262.30,$849,10738,10568,8,101.6%
2018-05-13,"HARRY POTTER AND THE CURSED CHILD, PARTS ONE AND TWO","$2,125,043","$1,988,464",106.9%,$163.77,$297,12976,12976,8,100.0%
2018-05-13,"HELLO, DOLLY!","$1,026,124","$1,371,056",74.8%,$95.90,$297,10700,11568,8,92.5%
